ATECO,ATECO_Desc,Natura,Fatturato,Dipendenti,Provincia,Business_Size,Revenue_Size,Industry,Total_Revenue_36M,Active_Months
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.b Azienda individuale,0,1,VR,Micro (1-10),No revenue,Wholesale/Retail,17,3
M.74.20.19,Altre attività di riprese fotografiche,1.b Azienda individuale,0,3,BZ,Micro (1-10),No revenue,Professional Services,5,1
C.16.29.19,Fabbricazione di altri prodotti vari in legno (esclusi i mobili),1.a Impresa,5597901,19,FE,Small (11-50),Medium (1M-10M),Manufacturing,9,1
G.46.74.20,Commercio all'ingrosso di apparecchi e accessori per impianti idraulici di riscaldamento e di condizionamento,1.a Impresa,0,3,FE,Micro (1-10),No revenue,Wholesale/Retail,10,1
I.56.10.12,Attività di ristorazione connesse alle aziende agricole,1.a Impresa,0,73,SI,Medium (51-250),No revenue,Other,27,3
G.46.18.97,Agenti e rappresentanti di altri prodotti non alimentari nca (inclusi gli imballaggi e gli articoli antinfortunistici antincendio e pubblicitari),1.b Azienda individuale,0,1,LI,Micro (1-10),No revenue,Wholesale/Retail,753,14
F.43.22.01,Installazione di impianti idraulici di riscaldamento e di condizionamento dell'aria (inclusa manutenzione e riparazione) in edifici o in altre opere di costruzione,1.a Impresa,521881,7,VI,Micro (1-10),Small (100k-1M),Other,119,4
K.66.19.21,Promotori finanziari,1.b Azienda individuale,0,1,PI,Micro (1-10),No revenue,Other,644,17
N.79.10.00,ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR,1.a Impresa,0,6,FI,Micro (1-10),No revenue,Business Services,37,3
N.81.20.00,ATTIVITÀ DI PULIZIA E DISINFESTAZIONE,1.a Impresa,9420978,3,SI,Micro (1-10),Medium (1M-10M),Business Services,8,1
I.56.10.11,Ristorazione con somministrazione,1.b Azienda individuale,291839,4,FI,Micro (1-10),Small (100k-1M),Other,556,15
G.46.45.00,Commercio all'ingrosso di profumi e cosmetici,1.a Impresa,98034,1,FI,Micro (1-10),Very Small (<100k),Wholesale/Retail,15,1
F.43.21.01,Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione e riparazione),1.a Impresa,978393,12,FI,Small (11-50),Small (100k-1M),Other,11,1
G.46.38.00,Commercio all'ingrosso di altri prodotti alimentari inclusi pesci crostacei e molluschi,1.a Impresa,1167075,3,FI,Micro (1-10),Medium (1M-10M),Wholesale/Retail,503,10
G.46.45.00,Commercio all'ingrosso di profumi e cosmetici,1.a Impresa,1457,1,SI,Micro (1-10),Very Small (<100k),Wholesale/Retail,5,1
G.46.47.10,Commercio all'ingrosso di mobili di qualsiasi materiale,1.b Azienda individuale,252664,1,FI,Micro (1-10),Small (100k-1M),Wholesale/Retail,77,2
G.47.30.00,COMMERCIO AL DETTAGLIO DI CARBURANTE PER AUTOTRAZIONE IN ESERCIZI SPECIALIZZATI,1.a Impresa,8026246,10,FI,Micro (1-10),Medium (1M-10M),Wholesale/Retail,41,3
G.46.11.04,"""Agenti e rappresentanti di fibre tessili gregge e semilavorate; pelli grezze""",1.a Impresa,147518,2,PI,Micro (1-10),Small (100k-1M),Wholesale/Retail,16,2
C.33.12.60,Riparazione e manutenzione di trattori agricoli,1.a Impresa,275472,5,FI,Micro (1-10),Small (100k-1M),Manufacturing,11,1
C.10.71.10,Produzione di prodotti di panetteria freschi,1.b Azienda individuale,294489,6,VR,Micro (1-10),Small (100k-1M),Manufacturing,2089,15
F.43.21.01,Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione e riparazione),1.a Impresa,3374870,14,FI,Small (11-50),Medium (1M-10M),Other,386,6
H.49.41.00,Trasporto di merci su strada,3. Associazione,7210759,174,FI,Medium (51-250),Medium (1M-10M),Transportation,8,1
L.68.32.00,Gestione di immobili per conto terzi,1.a Impresa,81342,1,AR,Micro (1-10),Very Small (<100k),Other,36,3
N.79.11.00,Attività delle agenzie di viaggio,1.a Impresa,771447,3,VE,Micro (1-10),Small (100k-1M),Business Services,5,1
C.32.12.10,Fabbricazione di oggetti di gioielleria ed oreficeria in metalli preziosi o rivestiti di metalli preziosi,1.b Azienda individuale,0,7,RE,Micro (1-10),No revenue,Manufacturing,5839,13
C.10.51.00,Industria lattiero-casearia trattamento igienico conservazione del latte,1.a Impresa,12789353,22,RE,Small (11-50),Large (>10M),Manufacturing,2132,5
G.46.42.40,Commercio all'ingrosso di calzature e accessori,1.a Impresa,4125026,5,PD,Micro (1-10),Medium (1M-10M),Wholesale/Retail,16237,19
G.46.44.30,Commercio all'ingrosso di saponi detersivi e altri prodotti per la pulizia,1.a Impresa,0,3,LU,Micro (1-10),No revenue,Wholesale/Retail,69,8
G.46.44.30,Commercio all'ingrosso di saponi detersivi e altri prodotti per la pulizia,1.b Azienda individuale,0,1,FE,Micro (1-10),No revenue,Wholesale/Retail,147,4
N.82.11.01,Servizi integrati di supporto per le funzioni d'ufficio,1.a Impresa,839310,2,PT,Micro (1-10),Small (100k-1M),Business Services,3503,18
G.47.72.10,Commercio al dettaglio di calzature e accessori,1.a Impresa,705428,4,MC,Micro (1-10),Small (100k-1M),Wholesale/Retail,289,10
A.01.21.00,Coltivazione di uva,1.b Azienda individuale,0,1,VE,Micro (1-10),No revenue,Other,43,3
H.49.41.00,Trasporto di merci su strada,1.a Impresa,3286639,58,MC,Medium (51-250),Medium (1M-10M),Transportation,392,4
G.47.78.20,Commercio al dettaglio di materiale per ottica e fotografia,1.b Azienda individuale,0,11,MC,Small (11-50),No revenue,Wholesale/Retail,176,12
G.47.75.10,Commercio al dettaglio di articoli di profumeria prodotti per toletta e per l'igiene personale,1.a Impresa,0,11,BO,Small (11-50),No revenue,Wholesale/Retail,555,5
C.28.93.00,Fabbricazione di macchine per l'industria alimentare delle bevande e del tabacco,1.a Impresa,27527603,117,MO,Medium (51-250),Large (>10M),Manufacturing,380,1
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,1278945,10,LU,Micro (1-10),Medium (1M-10M),Wholesale/Retail,17403,19
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,180503,1,PG,Micro (1-10),Small (100k-1M),Wholesale/Retail,938,16
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,VI,Micro (1-10),No revenue,Wholesale/Retail,178,8
S.96.03.00,Servizi di pompe funebri e attività connesse,1.a Impresa,26721,1,SA,Micro (1-10),Very Small (<100k),Other Services,67,5
N.82.19.09,Servizi di fotocopiatura preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Business Services,958,7
G.47.91.30,Commercio al dettaglio di qualsiasi tipo di prodotto per corrispondenza radio telefono,1.b Azienda individuale,0,1,RI,Micro (1-10),No revenue,Wholesale/Retail,153,5
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.a Impresa,0,3,Unknown,Micro (1-10),No revenue,Transportation,134,3
G.47.72.10,Commercio al dettaglio di calzature e accessori,1.a Impresa,1145446,6,SA,Micro (1-10),Medium (1M-10M),Wholesale/Retail,32959,18
N.82.19.09,Servizi di fotocopiatura preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio,1.a Impresa,3430159,28,RM,Small (11-50),Medium (1M-10M),Business Services,18,1
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,4249964,16,RM,Small (11-50),Medium (1M-10M),Wholesale/Retail,12,1
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.b Azienda individuale,0,1,CL,Micro (1-10),No revenue,Transportation,2018,16
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,621159,1,Unknown,Micro (1-10),Small (100k-1M),Wholesale/Retail,943,4
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.b Azienda individuale,0,1,CT,Micro (1-10),No revenue,Transportation,3783,15
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.a Impresa,325325,4,CT,Micro (1-10),Small (100k-1M),Transportation,385,15
G.46.43.30,Commercio all'ingrosso di articoli per fotografia cinematografia e ottica,1.b Azienda individuale,0,1,RM,Micro (1-10),No revenue,Wholesale/Retail,135,1
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,CL,Micro (1-10),No revenue,Wholesale/Retail,180,10
G.47.61.00,Commercio al dettaglio di libri in esercizi specializzati,1.b Azienda individuale,0,14,RM,Small (11-50),No revenue,Wholesale/Retail,197,5
J.61.90.99,Altre attività connesse alle telecomunicazioni nca,1.a Impresa,1820038,15,TA,Small (11-50),Medium (1M-10M),Information/Technology,10,1
G.47.77.00,Commercio al dettaglio di orologi e articoli di gioielleria in esercizi specializzati,1.a Impresa,755089,3,CL,Micro (1-10),Small (100k-1M),Wholesale/Retail,18,3
G.46.38.90,Commercio all'ingrosso di altri prodotti alimentari,1.a Impresa,2900851,19,PA,Small (11-50),Medium (1M-10M),Wholesale/Retail,621,15
G.47.73.10,Farmacie,1.a Impresa,0,2,Unknown,Micro (1-10),No revenue,Wholesale/Retail,6,1
O.8411L9,ALTRE ATTIVITA' DELLA PA LOCALE,2. Ente pubblico / gest. serv. pubblici,0,0,LT,No employees,No revenue,Public Administration,13,1
C.10.71.10,Produzione di prodotti di panetteria freschi,1.a Impresa,0,6,AQ,Micro (1-10),No revenue,Manufacturing,49,4
G.47.42.00,Commercio al dettaglio di apparecchiature per le telecomunicazioni e la telefonia in esercizi specializzati,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,16,1
P.85.00.00,ISTRUZIONE,2. Ente pubblico / gest. serv. pubblici,0,0,CE,No employees,No revenue,Other,122,6
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,CH,Micro (1-10),No revenue,Wholesale/Retail,38,2
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.b Azienda individuale,0,1,Unknown,Micro (1-10),No revenue,Transportation,1410,7
A.01.30.00,RIPRODUZIONE DELLE PIANTE,1.b Azienda individuale,0,3,ME,Micro (1-10),No revenue,Other,292,4
G.47.52.10,Commercio al dettaglio di ferramenta vernici vetro piano e materiale elettrico e termoidraulico,1.a Impresa,431239,1,Unknown,Micro (1-10),Small (100k-1M),Wholesale/Retail,25608,14
G.46.49.10,Commercio all'ingrosso di carta cartone e articoli di cartoleria,1.a Impresa,5177801,6,TO,Micro (1-10),Medium (1M-10M),Wholesale/Retail,1818,9
H.52.29.10,Spedizionieri e agenzie di operazioni doganali,1.a Impresa,30470,1,RM,Micro (1-10),Very Small (<100k),Transportation,150,6
G.47.70.00,COMMERCIO AL DETTAGLIO DI ALTRI PRODOTTI IN ESERCIZI SPECIALIZZATI,1.a Impresa,0,15,BG,Small (11-50),No revenue,Wholesale/Retail,1206,5
H.49.41.00,Trasporto di merci su strada,1.a Impresa,2621816,19,Unknown,Small (11-50),Medium (1M-10M),Transportation,7679,8
H.49.41.00,Trasporto di merci su strada,1.a Impresa,4486761,62,BS,Medium (51-250),Medium (1M-10M),Transportation,294,11
G.47.29.90,Commercio al dettaglio di altri prodotti alimentari in esercizi specializzati nca,1.b Azienda individuale,0,1,VB,Micro (1-10),No revenue,Wholesale/Retail,56,7
G.47.52.10,Commercio al dettaglio di ferramenta vernici vetro piano e materiale elettrico e termoidraulico,1.a Impresa,0,3,PG,Micro (1-10),No revenue,Wholesale/Retail,21,3
G.46.90.00,COMMERCIO ALL'INGROSSO NON SPECIALIZZATO,1.a Impresa,67992,1,MC,Micro (1-10),Very Small (<100k),Wholesale/Retail,537,2
N.82.11.01,Servizi integrati di supporto per le funzioni d'ufficio,1.a Impresa,67383,1,BN,Micro (1-10),Very Small (<100k),Business Services,8268,11
H.49.41.00,Trasporto di merci su strada,1.a Impresa,8376081,32,PC,Small (11-50),Medium (1M-10M),Transportation,125,8
G.45.32.00,Commercio al dettaglio di parti e accessori di autoveicoli,1.a Impresa,41001,1,Unknown,Micro (1-10),Very Small (<100k),Wholesale/Retail,6,1
C.10.83.01,Lavorazione del caffè,1.a Impresa,0,1,MB,Micro (1-10),No revenue,Manufacturing,38,5
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,1636172,1,BG,Micro (1-10),Medium (1M-10M),Wholesale/Retail,63625,18
H.52.10.10,Magazzini di custodia e deposito per conto terzi,1.a Impresa,1932784,8,AN,Micro (1-10),Medium (1M-10M),Transportation,4,1
G.46.48.00,Commercio all'ingrosso di orologi e di gioielleria,1.a Impresa,250152,1,VI,Micro (1-10),Small (100k-1M),Wholesale/Retail,1668,23
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,PU,Micro (1-10),No revenue,Wholesale/Retail,3669,9
J.62.01.00,Produzione di software non connesso all'edizione,1.a Impresa,170,2,RM,Micro (1-10),Very Small (<100k),Information/Technology,158,6
N.82.99.99,Altri servizi di sostegno alle imprese nca,1.a Impresa,160224,1,MI,Micro (1-10),Small (100k-1M),Business Services,10539,18
N.82.99.40,Richiesta certificati e disbrigo pratiche,1.a Impresa,0,1,MN,Micro (1-10),No revenue,Business Services,95,2
C.10.92.00,Produzione di prodotti per l'alimentazione degli animali da compagnia,1.a Impresa,2478438,8,BS,Micro (1-10),Medium (1M-10M),Manufacturing,16208,13
C.10.85.04,Produzione di pizza confezionata,1.a Impresa,1303643,20,CS,Small (11-50),Medium (1M-10M),Manufacturing,1391,3
Q.87.10.00,Strutture di assistenza infermieristica residenziale per anziani ,2. Ente pubblico / gest. serv. pubblici,0,0,FI,No employees,No revenue,Other,848,7
G.47.59.20,Commercio al dettaglio di utensili per la casa di cristallerie e vasellame,1.a Impresa,4821787,106,CL,Medium (51-250),Medium (1M-10M),Wholesale/Retail,1632,5
H.52.29.22,Servizi logistici relativi alla distribuzione delle merci,1.a Impresa,59907,1,TO,Micro (1-10),Very Small (<100k),Transportation,35943,17
H.52.29.22,Servizi logistici relativi alla distribuzione delle merci,1.a Impresa,124092,2,MI,Micro (1-10),Small (100k-1M),Transportation,13381,6
S.96.02.03,Servizi di manicure e pedicure,1.b Azienda individuale,0,1,RM,Micro (1-10),No revenue,Other Services,67,6
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.b Azienda individuale,0,2,CT,Micro (1-10),No revenue,Transportation,1172,11
G.46.49.90,Commercio all'ingrosso di vari prodotti di consumo non alimentare nca,1.a Impresa,118203,1,RM,Micro (1-10),Small (100k-1M),Wholesale/Retail,670,8
G.47.62.10,Commercio al dettaglio di giornali riviste e periodici,1.a Impresa,286765,2,BG,Micro (1-10),Small (100k-1M),Wholesale/Retail,100441,18
G.46.45.00,Commercio all'ingrosso di profumi e cosmetici,1.a Impresa,2417069,1,CT,Micro (1-10),Medium (1M-10M),Wholesale/Retail,13498,13
P.85.00.00,ISTRUZIONE,2. Ente pubblico / gest. serv. pubblici,0,0,Unknown,No employees,No revenue,Other,14,1
M.74.10.29,Altre attività dei disegnatori grafici,1.a Impresa,141532,3,RM,Micro (1-10),Small (100k-1M),Professional Services,21475,23
G.47.51.20,Commercio al dettaglio di filati per maglieria e merceria,1.b Azienda individuale,0,1,CT,Micro (1-10),No revenue,Wholesale/Retail,119,5
J.62.02.00,Consulenza nel settore delle tecnologie dell'informatica,1.b Azienda individuale,0,1,VT,Micro (1-10),No revenue,Information/Technology,20,2
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,1676848,8,CZ,Micro (1-10),Medium (1M-10M),Wholesale/Retail,6240,11
J.58.13.00,Edizione di quotidiani,1.a Impresa,44588873,210,LI,Medium (51-250),Large (>10M),Information/Technology,27,1
C.26.40.01,Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini,1.a Impresa,158176,1,TO,Micro (1-10),Small (100k-1M),Manufacturing,13,2
G.46.38.90,Commercio all'ingrosso di altri prodotti alimentari,1.a Impresa,7134800,12,MI,Small (11-50),Medium (1M-10M),Wholesale/Retail,1846,7
F.43.22.01,Installazione di impianti idraulici di riscaldamento e di condizionamento dell'aria (inclusa manutenzione e riparazione) in edifici o in altre opere di costruzione,1.b Azienda individuale,0,1,MO,Micro (1-10),No revenue,Other,25,2
L.68.31.00,Attività di mediazione immobiliare,1.a Impresa,282057,1,RM,Micro (1-10),Small (100k-1M),Other,999,18
G.46.46.30,Commercio all'ingrosso di articoli medicali ed ortopedici,1.a Impresa,1853090,8,MI,Micro (1-10),Medium (1M-10M),Wholesale/Retail,2652,11
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.b Azienda individuale,0,1,Unknown,Micro (1-10),No revenue,Transportation,361,10
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.b Azienda individuale,0,1,Unknown,Micro (1-10),No revenue,Transportation,40,3
H.52.29.21,Intermediari dei trasporti,1.a Impresa,734928,4,MI,Micro (1-10),Small (100k-1M),Transportation,277301,8
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.b Azienda individuale,0,2,PS,Micro (1-10),No revenue,Transportation,832,3
A.01.21.00,Coltivazione di uva,1.b Azienda individuale,0,2,SI,Micro (1-10),No revenue,Other,88,4
G.47.59.60,Commercio al dettaglio di strumenti musicali e spartiti,1.a Impresa,99563,1,SS,Micro (1-10),Very Small (<100k),Wholesale/Retail,32,2
C.10.83.01,Lavorazione del caffè,1.a Impresa,959199,3,RM,Micro (1-10),Small (100k-1M),Manufacturing,4879,9
G.47.99.20,Commercio effettuato per mezzo di distributori automatici,1.a Impresa,2890456,23,LT,Small (11-50),Medium (1M-10M),Wholesale/Retail,61,4
J.62.01.00,Produzione di software non connesso all'edizione,1.a Impresa,4803546,56,RM,Medium (51-250),Medium (1M-10M),Information/Technology,30,3
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,0,1,SR,Micro (1-10),No revenue,Wholesale/Retail,2893,17
C.14.31.00,Fabbricazione di articoli di calzetteria in maglia,1.a Impresa,47216,1,ME,Micro (1-10),Very Small (<100k),Manufacturing,4759,11
G.47.72.10,Commercio al dettaglio di calzature e accessori,1.a Impresa,206345,1,SA,Micro (1-10),Small (100k-1M),Wholesale/Retail,5557,12
G.45.11.01,Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri,1.b Azienda individuale,0,2,ME,Micro (1-10),No revenue,Wholesale/Retail,47,2
G.46.38.90,Commercio all'ingrosso di altri prodotti alimentari,1.b Azienda individuale,0,1,CT,Micro (1-10),No revenue,Wholesale/Retail,52550,6
G.46.46.30,Commercio all'ingrosso di articoli medicali ed ortopedici,1.a Impresa,3160718,1,MI,Micro (1-10),Medium (1M-10M),Wholesale/Retail,467,6
G.47.26.00,Commercio al dettaglio di prodotti del tabacco in esercizi specializzati,1.b Azienda individuale,0,2,EN,Micro (1-10),No revenue,Wholesale/Retail,20,1
H.53.20.00,Altre attività postali e di corriere senza obbligo di servizio universale ,1.a Impresa,0,1,CT,Micro (1-10),No revenue,Transportation,5,1
I.56.30.00,BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA,1.a Impresa,133492,5,Unknown,Micro (1-10),Small (100k-1M),Other,32,2
A.01.49.30,Apicoltura,1.b Azienda individuale,0,1,BN,Micro (1-10),No revenue,Other,103,5
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,1301,17
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,344,13
H.52.29.21,Intermediari dei trasporti,1.a Impresa,44388,1,RC,Micro (1-10),Very Small (<100k),Transportation,37,4
C.10.41.10,Produzione di olio di oliva da olive prevalentemente non di produzione propria,1.a Impresa,0,6,RC,Micro (1-10),No revenue,Manufacturing,12,2
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,BG,Micro (1-10),No revenue,Wholesale/Retail,55,1
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.a Impresa,112061,2,IM,Micro (1-10),Small (100k-1M),Transportation,9,1
A.01.21.00,Coltivazione di uva,1.a Impresa,0,4,AL,Micro (1-10),No revenue,Other,660,7
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.a Impresa,476326,3,BG,Micro (1-10),Small (100k-1M),Wholesale/Retail,116,14
G.47.76.10,Commercio al dettaglio di fiori e piante,1.b Azienda individuale,0,2,AO,Micro (1-10),No revenue,Wholesale/Retail,5,1
N.79.11.00,Attività delle agenzie di viaggio,1.a Impresa,859258,2,AL,Micro (1-10),Small (100k-1M),Business Services,16,2
Q.86.10.00,SERVIZI OSPEDALIERI,2. Ente pubblico / gest. serv. pubblici,0,0,RM,No employees,No revenue,Other,9,1
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.a Impresa,306895,1,FI,Micro (1-10),Small (100k-1M),Wholesale/Retail,4661,21
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.a Impresa,0,2,PG,Micro (1-10),No revenue,Wholesale/Retail,23,3
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,2529,1,BO,Micro (1-10),Very Small (<100k),Wholesale/Retail,214,11
H.49.41.00,Trasporto di merci su strada,1.a Impresa,4017793,12,VR,Small (11-50),Medium (1M-10M),Transportation,169,3
I.56.10.11,Ristorazione con somministrazione,1.a Impresa,100647,14,RM,Small (11-50),Small (100k-1M),Other,248,2
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,946,1,RM,Micro (1-10),Very Small (<100k),Wholesale/Retail,303,12
G.46.43.10,Commercio all'ingrosso di elettrodomestici di elettronica di consumo audio e video,1.a Impresa,0,4,VT,Micro (1-10),No revenue,Wholesale/Retail,243,11
C.32.12.10,Fabbricazione di oggetti di gioielleria ed oreficeria in metalli preziosi o rivestiti di metalli preziosi,1.b Azienda individuale,0,1,RM,Micro (1-10),No revenue,Manufacturing,10,1
G.46.31.10,Commercio all'ingrosso di frutta e ortaggi freschi,1.a Impresa,243236,1,SR,Micro (1-10),Small (100k-1M),Wholesale/Retail,18945,8
C.30.92.10,Fabbricazione e montaggio di biciclette,1.a Impresa,4289817,14,CN,Small (11-50),Medium (1M-10M),Manufacturing,28,1
G.46.47.10,Commercio all'ingrosso di mobili di qualsiasi materiale,1.b Azienda individuale,0,1,AG,Micro (1-10),No revenue,Wholesale/Retail,1,1
G.47.78.94,Commercio al dettaglio di articoli per adulti (sexy shop),1.b Azienda individuale,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,1143,17
A.01.25.00,Coltivazione di altri alberi da frutta frutti di bosco e in guscio,1.b Azienda individuale,0,2,Unknown,Micro (1-10),No revenue,Other,4,1
J.62.01.00,Produzione di software non connesso all'edizione,1.a Impresa,92619,6,TO,Micro (1-10),Very Small (<100k),Information/Technology,13159,18
M.72.19.09,Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria,1.a Impresa,5491,1,TR,Micro (1-10),Very Small (<100k),Professional Services,149,11
G.47.19.90,Empori ed altri negozi non specializzati di vari prodotti non alimentari,1.b Azienda individuale,0,2,SP,Micro (1-10),No revenue,Wholesale/Retail,817,16
G.47.78.20,Commercio al dettaglio di materiale per ottica e fotografia,1.a Impresa,103352,1,RM,Micro (1-10),Small (100k-1M),Wholesale/Retail,5,1
C.32.40.10,Fabbricazione di giochi (inclusi i giochi elettronici),1.a Impresa,689,1,RM,Micro (1-10),Very Small (<100k),Manufacturing,111,3
A.01.26.00,Coltivazione di frutti oleosi,1.b Azienda individuale,0,3,EN,Micro (1-10),No revenue,Other,23,1
G.46.34.10,Commercio all'ingrosso di bevande alcoliche,1.a Impresa,0,4,PV,Micro (1-10),No revenue,Wholesale/Retail,6,1
J.61.90.99,Altre attività connesse alle telecomunicazioni nca,1.a Impresa,0,0,Unknown,No employees,No revenue,Information/Technology,19219,3
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,26576,1,VR,Micro (1-10),Very Small (<100k),Wholesale/Retail,100,4
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.a Impresa,4082392,56,Unknown,Medium (51-250),Medium (1M-10M),Transportation,5,1
A.02.10.00,SILVICOLTURA ED ALTRE ATTIVITÀ FORESTALI,1.b Azienda individuale,0,1,SI,Micro (1-10),No revenue,Other,12,2
G.47.72.20,Commercio al dettaglio di articoli di pelletteria e da viaggio,1.a Impresa,347584,2,RM,Micro (1-10),Small (100k-1M),Wholesale/Retail,9373,22
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.a Impresa,446849,5,MI,Micro (1-10),Small (100k-1M),Wholesale/Retail,1044,14
C.14.14.00,Confezione di biancheria intima,1.a Impresa,284934,1,MO,Micro (1-10),Small (100k-1M),Manufacturing,7,1
F.43.21.01,Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione e riparazione),1.a Impresa,14046113,31,MC,Small (11-50),Large (>10M),Other,54911,18
J.62.01.00,Produzione di software non connesso all'edizione,1.b Azienda individuale,0,1,TO,Micro (1-10),No revenue,Information/Technology,11,1
N.79.11.00,Attività delle agenzie di viaggio,1.a Impresa,26964505,499,MI,Large (>250),Large (>10M),Business Services,73,4
N.82.20.00,ATTIVITÀ DEI CALL CENTER,1.a Impresa,524776,9,RM,Micro (1-10),Small (100k-1M),Business Services,4,1
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.a Impresa,0,2,TO,Micro (1-10),No revenue,Transportation,1104,9
D.35.14.00,Commercio di energia elettrica,1.a Impresa,211568,1,Unknown,Micro (1-10),Small (100k-1M),Other,281,15
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.a Impresa,5163,1,FR,Micro (1-10),Very Small (<100k),Transportation,48,4
C.18.12.00,Altra stampa,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Manufacturing,16,2
G.47.74.00,Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati,1.a Impresa,764101,6,TP,Micro (1-10),Small (100k-1M),Wholesale/Retail,18,2
C.18.12.00,Altra stampa,1.a Impresa,4062843,13,RM,Small (11-50),Medium (1M-10M),Manufacturing,21,2
C.31.09.30,Fabbricazione di poltrone e divani,1.a Impresa,0,1,AL,Micro (1-10),No revenue,Manufacturing,210,10
J.63.11.19,Altre elaborazioni elettroniche di dati,1.a Impresa,7787,1,SA,Micro (1-10),Very Small (<100k),Information/Technology,7,2
C.20.41.10,Fabbricazione di saponi detergenti e di agenti organici tensioattivi (esclusi i prodotti per toletta),1.a Impresa,1752528,12,MN,Small (11-50),Medium (1M-10M),Manufacturing,20,2
G.46.45.00,Commercio all'ingrosso di profumi e cosmetici,1.a Impresa,177221,1,VA,Micro (1-10),Small (100k-1M),Wholesale/Retail,1820,7
I.56.10.30,Gelaterie e pasticcerie,1.a Impresa,0,2,MI,Micro (1-10),No revenue,Other,56,6
I.56.10.20,Ristorazione senza somministrazione con preparazione di cibi da asporto,1.a Impresa,0,2,PD,Micro (1-10),No revenue,Other,6,1
