ATECO,ATECO_Desc,Natura,Fatturato,Dipendenti,Provincia,Business_Size,Revenue_Size,Industry,Total_Revenue_36M,Active_Months
M.74.10.10,Attività di design di moda e design industriale,1.a Impresa,703647,29,GE,Small (11-50),Small (100k-1M),Professional Services,29,1
G.46.18.32,"""Agenti e rappresentanti di prodotti sanitari ed apparecchi medicali chirurgici e ortopedici; apparecchi per centri di estetica""",1.a Impresa,257697,2,SI,Micro (1-10),Small (100k-1M),Wholesale/Retail,29,1
G.46.42.00,Commercio all'ingrosso di abbigliamento e di calzature,1.a Impresa,276977,2,SI,Micro (1-10),Small (100k-1M),Wholesale/Retail,157,6
F.43.32.01,Posa in opera di casseforti forzieri porte blindate,1.a Impresa,1427080,7,RM,Micro (1-10),Medium (1M-10M),Other,116,6
F.43.21.01,Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione e riparazione),1.b Azienda individuale,0,3,GE,Micro (1-10),No revenue,Other,70,8
Q.88.99.00,Altre attività di assistenza sociale non residenziale nca,2. Ente pubblico / gest. serv. pubblici,660152,1,FE,Micro (1-10),Small (100k-1M),Other,50,7
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,3. Associazione,0,19,BO,Small (11-50),No revenue,Wholesale/Retail,439,22
G.46.90.00,COMMERCIO ALL'INGROSSO NON SPECIALIZZATO,1.a Impresa,762758,5,MI,Micro (1-10),Small (100k-1M),Wholesale/Retail,29,1
C.10.71.20,Produzione di pasticceria fresca,1.a Impresa,1088491,1,Unknown,Micro (1-10),Medium (1M-10M),Manufacturing,29,3
C.11.02.10,Produzione di vini da tavola e v.q.p.r.d.,1.a Impresa,2467656,6,RM,Micro (1-10),Medium (1M-10M),Manufacturing,1971,16
H.49.41.00,Trasporto di merci su strada,1.a Impresa,190395,3,MI,Micro (1-10),Small (100k-1M),Transportation,61,5
M.74.20.19,Altre attività di riprese fotografiche,1.b Azienda individuale,0,1,FR,Micro (1-10),No revenue,Professional Services,56,8
C.10.82.00,Produzione di cacao cioccolato caramelle e confetterie,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Manufacturing,38,2
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,29,1
Q.86.10.00,SERVIZI OSPEDALIERI,2. Ente pubblico / gest. serv. pubblici,0,0,TE,No employees,No revenue,Other,118,5
O.8411L9,ALTRE ATTIVITA' DELLA PA LOCALE,2. Ente pubblico / gest. serv. pubblici,0,0,AO,No employees,No revenue,Public Administration,47,3
O.8411L1,COMUNI,2. Ente pubblico / gest. serv. pubblici,32466604,187,CH,Medium (51-250),Large (>10M),Public Administration,63,5
P.85.42.00,"""Istruzione universitaria e post-universitaria; accademie e conservatori""",2. Ente pubblico / gest. serv. pubblici,0,0,CE,No employees,No revenue,Other,191,8
G.46.39.20,Commercio all'ingrosso non specializzato di altri prodotti alimentari bevande e tabacco,1.a Impresa,21634510,1,TO,Micro (1-10),Large (>10M),Wholesale/Retail,29,1
A.01.63.00,Attività successive alla raccolta,1.a Impresa,20857077,48,FI,Small (11-50),Large (>10M),Other,133,11
O.8411L1,COMUNI,2. Ente pubblico / gest. serv. pubblici,5379186,17,PC,Small (11-50),Medium (1M-10M),Public Administration,29,1
G.47.76.20,Commercio al dettaglio di piccoli animali domestici,1.b Azienda individuale,232496,1,Unknown,Micro (1-10),Small (100k-1M),Wholesale/Retail,29,2
G.47.64.10,Commercio al dettaglio di articoli sportivi biciclette e articoli per il tempo libero,1.a Impresa,93774,1,Unknown,Micro (1-10),Very Small (<100k),Wholesale/Retail,55938,26
G.47.42.00,Commercio al dettaglio di apparecchiature per le telecomunicazioni e la telefonia in esercizi specializzati,1.b Azienda individuale,0,2,RC,Micro (1-10),No revenue,Wholesale/Retail,287,18
G.46.43.30,Commercio all'ingrosso di articoli per fotografia cinematografia e ottica,1.a Impresa,89559,1,Unknown,Micro (1-10),Very Small (<100k),Wholesale/Retail,100,5
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.a Impresa,182268,1,FM,Micro (1-10),Small (100k-1M),Wholesale/Retail,75,7
M.71.12.20,Servizi di progettazione di ingegneria integrata,1.a Impresa,1077738,8,BO,Micro (1-10),Medium (1M-10M),Professional Services,29,1
N.82.99.40,Richiesta certificati e disbrigo pratiche,1.b Azienda individuale,0,1,PG,Micro (1-10),No revenue,Business Services,177,14
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,719127,2,Unknown,Micro (1-10),Small (100k-1M),Wholesale/Retail,2443,20
C.10.13.00,Produzione di prodotti a base di carne (inclusa la carne di volatili),1.b Azienda individuale,0,4,Unknown,Micro (1-10),No revenue,Manufacturing,28,1
H.52.29.10,Spedizionieri e agenzie di operazioni doganali,1.a Impresa,11365754,1,MI,Micro (1-10),Large (>10M),Transportation,53,7
P.85.31.10,Istruzione secondaria di primo grado: scuole medie,2. Ente pubblico / gest. serv. pubblici,0,0,MN,No employees,No revenue,Other,99,7
J.62.01.00,Produzione di software non connesso all'edizione,1.a Impresa,5782963,24,RM,Small (11-50),Medium (1M-10M),Information/Technology,230,16
C.28.29.92,Fabbricazione di macchine per la pulizia (incluse le lavastoviglie) per uso non domestico,1.a Impresa,6149336,23,MO,Small (11-50),Medium (1M-10M),Manufacturing,44,2
J.61.10.00,TELECOMUNICAZIONI FISSE,1.a Impresa,32032960,1,RM,Micro (1-10),Large (>10M),Information/Technology,45,5
C.28.93.00,Fabbricazione di macchine per l'industria alimentare delle bevande e del tabacco,1.a Impresa,6318828,21,BG,Small (11-50),Medium (1M-10M),Manufacturing,52,4
G.46.66.00,Commercio all'ingrosso di altre macchine e attrezzature per ufficio,1.a Impresa,3928155,26,MI,Small (11-50),Medium (1M-10M),Wholesale/Retail,22518,16
C.14.13.10,Confezione in serie di abbigliamento esterno,1.a Impresa,7188377,33,FI,Small (11-50),Medium (1M-10M),Manufacturing,1428,23
G.46.51.00,Commercio all'ingrosso di computer apparecchiature informatiche periferiche e di software,1.a Impresa,1089436,18,AR,Small (11-50),Medium (1M-10M),Wholesale/Retail,217,10
G.46.38.90,Commercio all'ingrosso di altri prodotti alimentari,1.a Impresa,1164549,9,MO,Micro (1-10),Medium (1M-10M),Wholesale/Retail,8112,18
J.62.09.09,Altre attività dei servizi connessi alle tecnologie dell'informatica nca,1.a Impresa,42928,1,FI,Micro (1-10),Very Small (<100k),Information/Technology,28,2
C.28.29.91,Fabbricazione di apparecchi per depurare e filtrare liquidi e gas per uso non domestico,1.a Impresa,2307376,12,TV,Small (11-50),Medium (1M-10M),Manufacturing,210,13
G.47.78.99,Commercio al dettaglio di altri prodotti non alimentari nca,1.a Impresa,0,1,CH,Micro (1-10),No revenue,Wholesale/Retail,1372,17
C.13.30.00,FINISSAGGIO DEI TESSILI,1.a Impresa,1620335,12,RE,Small (11-50),Medium (1M-10M),Manufacturing,443,17
G.46.38.90,Commercio all'ingrosso di altri prodotti alimentari,1.b Azienda individuale,0,1,CT,Micro (1-10),No revenue,Wholesale/Retail,192,17
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.b Azienda individuale,0,2,PV,Micro (1-10),No revenue,Wholesale/Retail,71,7
K.66.19.22,Agenti mediatori e procacciatori in prodotti finanziari,1.b Azienda individuale,0,2,SV,Micro (1-10),No revenue,Other,96,15
J.62.01.00,Produzione di software non connesso all'edizione,1.a Impresa,4216471,61,LE,Medium (51-250),Medium (1M-10M),Information/Technology,28,2
C.32.99.20,Fabbricazione di ombrelli bottoni chiusure lampo parrucche e affini,1.b Azienda individuale,0,9,BG,Micro (1-10),No revenue,Manufacturing,28,1
I.56.10.20,Ristorazione senza somministrazione con preparazione di cibi da asporto,1.a Impresa,46545,1,PS,Micro (1-10),Very Small (<100k),Other,580,6
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,3979,1,SS,Micro (1-10),Very Small (<100k),Wholesale/Retail,114,10
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,109886,2,Unknown,Micro (1-10),Small (100k-1M),Wholesale/Retail,244,10
G.46.33.10,Commercio all'ingrosso di prodotti lattiero-caseari e di uova,1.a Impresa,1226101,1,Unknown,Micro (1-10),Medium (1M-10M),Wholesale/Retail,28,2
G.47.99.10,Commercio al dettaglio di prodotti vari mediante l'intervento di un dimostratore o di un incaricato alla vendita (porta a porta),1.b Azienda individuale,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,28,1
C.28.14.00,Fabbricazione di altri rubinetti e valvole,1.b Azienda individuale,0,1,Unknown,Micro (1-10),No revenue,Manufacturing,28,2
G.47.76.20,Commercio al dettaglio di piccoli animali domestici,1.b Azienda individuale,0,2,Unknown,Micro (1-10),No revenue,Wholesale/Retail,53,4
G.47.76.20,Commercio al dettaglio di piccoli animali domestici,1.b Azienda individuale,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,33,5
ND,Non determinato,3. Associazione,0,1,MI,Micro (1-10),No revenue,Other,456,11
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.b Azienda individuale,226556,1,TR,Micro (1-10),Small (100k-1M),Wholesale/Retail,916,24
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.b Azienda individuale,0,1,FE,Micro (1-10),No revenue,Wholesale/Retail,329,19
G.47.52.40,"""Commercio al dettaglio di macchine attrezzature e prodotti per l'agricoltura; macchine e attrezzature per il giardinaggio""",1.a Impresa,0,4,PD,Micro (1-10),No revenue,Wholesale/Retail,714,23
Q.86.10.00,SERVIZI OSPEDALIERI,2. Ente pubblico / gest. serv. pubblici,0,0,Unknown,No employees,No revenue,Other,70,5
K.66.19.22,Agenti mediatori e procacciatori in prodotti finanziari,1.b Azienda individuale,0,1,FI,Micro (1-10),No revenue,Other,206,22
A.01.21.00,Coltivazione di uva,1.b Azienda individuale,0,1,GR,Micro (1-10),No revenue,Other,89,5
C.10.39.00,Altra Lavorazione e conservazione di frutta e di ortaggi,1.a Impresa,0,1,ME,Micro (1-10),No revenue,Manufacturing,164,7
M.70.22.09,Altre attività di consulenza imprenditoriale e altra consulenza amministrativogestionale e pianificazione aziendale ,1.a Impresa,10125323,9,VI,Micro (1-10),Large (>10M),Professional Services,27,2
C.10.51.20,Produzione dei derivati del latte,1.a Impresa,7882149,24,LO,Small (11-50),Medium (1M-10M),Manufacturing,27,2
G.45.32.00,Commercio al dettaglio di parti e accessori di autoveicoli,1.a Impresa,2887208,10,FC,Micro (1-10),Medium (1M-10M),Wholesale/Retail,37,3
O.8411L1,COMUNI,2. Ente pubblico / gest. serv. pubblici,17239648,61,LI,Medium (51-250),Large (>10M),Public Administration,63,6
G.46.74.10,Commercio all'ingrosso di articoli in ferro e in altri metalli (ferramenta),1.a Impresa,0,5,AV,Micro (1-10),No revenue,Wholesale/Retail,27,2
C.25.99.99,Fabbricazione di altri articoli metallici e minuteria metallica nca,1.a Impresa,10464838,41,RN,Small (11-50),Large (>10M),Manufacturing,27,1
A.01.13.00,Coltivazione di ortaggi e meloni radici e tuberi,1.a Impresa,208173,13,Unknown,Small (11-50),Small (100k-1M),Other,111,8
G.46.61.00,Commercio all'ingrosso di macchinari attrezzature e forniture agricole,1.a Impresa,4031573,11,Unknown,Small (11-50),Medium (1M-10M),Wholesale/Retail,33,4
C.27.40.09,Fabbricazione di altre apparecchiature per illuminazione,1.a Impresa,22705906,61,BG,Medium (51-250),Large (>10M),Manufacturing,57,3
C.14.13.10,Confezione in serie di abbigliamento esterno,1.a Impresa,986087,12,Unknown,Small (11-50),Small (100k-1M),Manufacturing,27,2
C.20.00.00,FABBRICAZIONE DI PRODOTTI CHIMICI,1.a Impresa,3863494,11,MI,Small (11-50),Medium (1M-10M),Manufacturing,33,2
C.18.12.00,Altra stampa,1.a Impresa,4180413,11,RM,Small (11-50),Medium (1M-10M),Manufacturing,27,2
G.46.60.00,COMMERCIO ALL'INGROSSO DI ALTRI MACCHINARI ATTREZZATURE E FORNITURE,1.a Impresa,18481854,55,BO,Medium (51-250),Large (>10M),Wholesale/Retail,27,1
C.11.07.00,Industria delle bibite analcoliche delle acque minerali e di altre acque in bottiglia,1.a Impresa,24401018,136,MC,Medium (51-250),Large (>10M),Manufacturing,26850,21
G.46.90.00,COMMERCIO ALL'INGROSSO NON SPECIALIZZATO,1.a Impresa,3787351,13,BO,Small (11-50),Medium (1M-10M),Wholesale/Retail,27,1
S.94.00.00,ATTIVITÀ DI ORGANIZZAZIONI ASSOCIATIVE,3. Associazione,0,0,VI,No employees,No revenue,Other Services,3844,26
G.46.76.90,Commercio all'ingrosso di altri prodotti intermedi nca,1.a Impresa,25435370,65,PR,Medium (51-250),Large (>10M),Wholesale/Retail,45,6
I.56.10.30,Gelaterie e pasticcerie,1.b Azienda individuale,271846,4,MI,Micro (1-10),Small (100k-1M),Other,41,2
N.82.30.00,ORGANIZZAZIONE DI CONVEGNI E FIERE,1.a Impresa,248942,1,NO,Micro (1-10),Small (100k-1M),Business Services,27,1
G.47.64.10,Commercio al dettaglio di articoli sportivi biciclette e articoli per il tempo libero,1.b Azienda individuale,208789,2,PI,Micro (1-10),Small (100k-1M),Wholesale/Retail,27,1
G.47.19.90,Empori ed altri negozi non specializzati di vari prodotti non alimentari,1.a Impresa,179636,3,CT,Micro (1-10),Small (100k-1M),Wholesale/Retail,82785,24
A.01.49.30,Apicoltura,1.b Azienda individuale,0,1,TV,Micro (1-10),No revenue,Other,99,10
A.01.45.00,Allevamento di ovini e caprini,1.b Azienda individuale,0,2,CA,Micro (1-10),No revenue,Other,265,8
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.b Azienda individuale,0,2,PZ,Micro (1-10),No revenue,Wholesale/Retail,27,2
G.47.72.20,Commercio al dettaglio di articoli di pelletteria e da viaggio,1.a Impresa,547735,3,MI,Micro (1-10),Small (100k-1M),Wholesale/Retail,423,18
L.68.20.01,Locazione immobiliare di beni propri o in leasing (affitto),1.a Impresa,0,1,RO,Micro (1-10),No revenue,Other,27,2
G.46.24.10,Commercio all'ingrosso di cuoio e pelli gregge e lavorate (escluse le pelli per pellicceria),1.a Impresa,4869286,8,VI,Micro (1-10),Medium (1M-10M),Wholesale/Retail,27,1
G.45.20.30,Riparazione di impianti elettrici e di alimentazione per autoveicoli,1.b Azienda individuale,0,1,PG,Micro (1-10),No revenue,Wholesale/Retail,196,17
H.49.39.09,Altre attività di trasporti terrestri di passeggeri nca,1.a Impresa,3092843,34,PT,Small (11-50),Medium (1M-10M),Transportation,27,1
J.62.01.00,Produzione di software non connesso all'edizione,1.a Impresa,994888,12,MI,Small (11-50),Small (100k-1M),Information/Technology,27,2
K.66.22.01,Broker di assicurazioni,1.b Azienda individuale,0,1,ME,Micro (1-10),No revenue,Other,91,11
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,2932,1,Unknown,Micro (1-10),Very Small (<100k),Wholesale/Retail,377,9
G.46.49.50,"""Commercio all'ingrosso di articoli in pelle; articoli da viaggio in qualsiasi materiale""",1.a Impresa,39139205,166,PD,Medium (51-250),Large (>10M),Wholesale/Retail,27,1
R.93.11.90,Gestione di altri impianti sportivi nca,1.a Impresa,17013438,16,RN,Small (11-50),Large (>10M),Other,36,3
ND,Non determinato,Altro / ND,0,1,MI,Micro (1-10),No revenue,Other,27,1
G.45.31.01,Commercio all'ingrosso di parti e accessori di autoveicoli,1.a Impresa,1344713,3,MI,Micro (1-10),Medium (1M-10M),Wholesale/Retail,32,4
G.47.76.10,Commercio al dettaglio di fiori e piante,1.a Impresa,0,3,VE,Micro (1-10),No revenue,Wholesale/Retail,400,24
A.01.21.00,Coltivazione di uva,1.a Impresa,1161538,15,LI,Small (11-50),Medium (1M-10M),Other,751,22
C.28.93.00,Fabbricazione di macchine per l'industria alimentare delle bevande e del tabacco,1.a Impresa,275617,4,FI,Micro (1-10),Small (100k-1M),Manufacturing,529,18
I.56.30.00,BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA,1.b Azienda individuale,0,4,AV,Micro (1-10),No revenue,Other,216,17
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.a Impresa,714352,3,RE,Micro (1-10),Small (100k-1M),Wholesale/Retail,26,1
G.46.74.10,Commercio all'ingrosso di articoli in ferro e in altri metalli (ferramenta),1.a Impresa,5250252,14,MO,Small (11-50),Medium (1M-10M),Wholesale/Retail,26,3
G.47.75.10,Commercio al dettaglio di articoli di profumeria prodotti per toletta e per l'igiene personale,1.a Impresa,13626122,94,MI,Medium (51-250),Large (>10M),Wholesale/Retail,39,3
P.85.51.00,Corsi sportivi e ricreativi,1.b Azienda individuale,255336,1,FE,Micro (1-10),Small (100k-1M),Other,715,17
G.45.19.01,Commercio all'ingrosso e al dettaglio di altri autoveicoli,1.a Impresa,2945444,8,MB,Micro (1-10),Medium (1M-10M),Wholesale/Retail,26,2
A.01.41.00,Allevamento di bovini da latte,1.b Azienda individuale,0,5,UD,Micro (1-10),No revenue,Other,172,9
C.23.31.00,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti ,1.a Impresa,19134282,60,MO,Medium (51-250),Large (>10M),Manufacturing,31,3
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.a Impresa,817448,5,BO,Micro (1-10),Small (100k-1M),Wholesale/Retail,34,4
C.25.73.11,Fabbricazione di utensileria ad azionamento manuale,1.a Impresa,27142489,123,Unknown,Medium (51-250),Large (>10M),Manufacturing,41,5
K.65.20.00,RIASSICURAZIONI,1.a Impresa,0,10,MI,Micro (1-10),No revenue,Other,1296,7
H.52.29.22,Servizi logistici relativi alla distribuzione delle merci,1.a Impresa,9547006,282,MI,Large (>250),Medium (1M-10M),Transportation,87,10
C.32.40.10,Fabbricazione di giochi (inclusi i giochi elettronici),1.a Impresa,15253134,54,LE,Medium (51-250),Large (>10M),Manufacturing,26,1
G.46.60.00,COMMERCIO ALL'INGROSSO DI ALTRI MACCHINARI ATTREZZATURE E FORNITURE,1.a Impresa,3800386,31,TO,Small (11-50),Medium (1M-10M),Wholesale/Retail,44,5
G.47.51.00,Commercio al dettaglio di prodotti tessili in esercizi specializzati,1.a Impresa,2267633,13,BG,Small (11-50),Medium (1M-10M),Wholesale/Retail,40,4
H.52.29.10,Spedizionieri e agenzie di operazioni doganali,1.a Impresa,5763926,19,TO,Small (11-50),Medium (1M-10M),Transportation,65,9
S.94.00.00,ATTIVITÀ DI ORGANIZZAZIONI ASSOCIATIVE,3. Associazione,0,0,RM,No employees,No revenue,Other Services,1095,14
G.46.49.90,Commercio all'ingrosso di vari prodotti di consumo non alimentare nca,1.a Impresa,2179940,7,Unknown,Micro (1-10),Medium (1M-10M),Wholesale/Retail,20594,23
C.25.61.00,Trattamento e rivestimento dei metalli,1.a Impresa,899847,12,LU,Small (11-50),Small (100k-1M),Manufacturing,278,14
J.62.01.00,Produzione di software non connesso all'edizione,1.a Impresa,937559,3,FI,Micro (1-10),Small (100k-1M),Information/Technology,293,6
G.46.62.00,Commercio all'ingrosso di macchine utensili,1.a Impresa,1466107,3,MI,Micro (1-10),Medium (1M-10M),Wholesale/Retail,37,4
G.47.73.10,Farmacie,1.a Impresa,0,2,PD,Micro (1-10),No revenue,Wholesale/Retail,64,8
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,MI,Micro (1-10),No revenue,Wholesale/Retail,94,10
G.47.65.00,Commercio al dettaglio di giochi e giocattoli (inclusi quelli elettronici) ,1.a Impresa,0,1,PR,Micro (1-10),No revenue,Wholesale/Retail,77,6
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.b Azienda individuale,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,26,3
G.47.71.30,Commercio al dettaglio di biancheria personale maglieria camicie,1.b Azienda individuale,0,1,BG,Micro (1-10),No revenue,Wholesale/Retail,339,7
L.68.31.00,Attività di mediazione immobiliare,1.a Impresa,0,12,Unknown,Small (11-50),No revenue,Other,38,2
A.01.12.00,Coltivazione di riso,1.b Azienda individuale,0,3,Unknown,Micro (1-10),No revenue,Other,185,15
O.8411L9,ALTRE ATTIVITA' DELLA PA LOCALE,2. Ente pubblico / gest. serv. pubblici,0,12,VI,Small (11-50),No revenue,Public Administration,45,3
